name,score,smiles,inchikey,source,mw
Ciprofibrate,0.65,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,KPSRODZRAIWAKH-UHFFFAOYSA-N,NAFLDkb_repositioning,289.16
Ciprofloxacin,0.65,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,NAFLDkb_repositioning,331.35
Citalopram,0.65,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-UHFFFAOYSA-N,NAFLDkb_repositioning,324.4
Clascoterone,0.65,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,GPNHMOZDMYNCPO-PDUMRIMRSA-N,NAFLDkb_repositioning,402.53
Clazosentan,0.65,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,LFWCJABOXHSRGC-UHFFFAOYSA-N,NAFLDkb_repositioning,577.58
Clenbuterol,0.65,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,STJMRWALKKWQGH-UHFFFAOYSA-N,NAFLDkb_repositioning,277.19
Clevidipine,0.65,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,KPBZROQVTHLCDU-UHFFFAOYSA-N,NAFLDkb_repositioning,456.32
Clidinium,0.65,C[N@+]12CC[C@H](CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,HOOSGZJRQIVJSZ-NNBUQUNQSA-N,NAFLDkb_repositioning,352.45
Clinofibrate,0.65,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,BMOVQUBVGICXQN-UHFFFAOYSA-N,NAFLDkb_repositioning,468.59
Clobetasol propionate,0.65,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CBGUOGMQLZIXBE-XGQKBEPLSA-N,NAFLDkb_repositioning,466.98
Clobetasone,0.65,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,XXIFVOHLGBURIG-OZCCCYNHSA-N,NAFLDkb_repositioning,408.9
Clocortolone,0.65,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,YMTMADLUXIRMGX-RFPWEZLHSA-N,NAFLDkb_repositioning,410.91
Clofarabine,0.65,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,WDDPHFBMKLOVOX-AYQXTPAHSA-N,NAFLDkb_repositioning,303.68
Clofazimine,0.65,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,WDQPAMHFFCXSNU-UHFFFAOYSA-N,NAFLDkb_repositioning,473.41
Clofibrate,0.65,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,KNHUKKLJHYUCFP-UHFFFAOYSA-N,NAFLDkb_repositioning,242.7
Clomethiazole,0.65,Cc1ncsc1CCCl,PCLITLDOTJTVDJ-UHFFFAOYSA-N,NAFLDkb_repositioning,161.66
Clomipramine,0.65,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N,NAFLDkb_repositioning,314.86
Clonidine,0.65,Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,NAFLDkb_repositioning,230.1
Clonixin,0.65,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,CLOMYZFHNHFSIQ-UHFFFAOYSA-N,NAFLDkb_repositioning,262.7
Clopidogrel,0.65,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,GKTWGGQPFAXNFI-HNNXBMFYSA-N,NAFLDkb_repositioning,321.83
Coenzyme A,0.65,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,RGJOEKWQDUBAIZ-IBOSZNHHSA-N,NAFLDkb_repositioning,767.54
Colchicine,0.65,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IAKHMKGGTNLKSZ-INIZCTEOSA-N,NAFLDkb_repositioning,399.44
Colfosceril palmitate,0.65,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,KILNVBDSWZSGLL-KXQOOQHDSA-N,NAFLDkb_repositioning,734.05
Conivaptan,0.65,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,IKENVDNFQMCRTR-UHFFFAOYSA-N,NAFLDkb_repositioning,498.59
Copanlisib,0.65,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,PZBCKZWLPGJMAO-UHFFFAOYSA-N,NAFLDkb_repositioning,480.53
Cortisone acetate,0.65,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,ITRJWOMZKQRYTA-RFZYENFJSA-N,NAFLDkb_repositioning,402.49
Creatine,0.65,CN(CC(=O)O)C(=N)N,CVSVTCORWBXHQV-UHFFFAOYSA-N,NAFLDkb_repositioning,131.13
Crisaborole,0.65,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,USZAGAREISWJDP-UHFFFAOYSA-N,NAFLDkb_repositioning,251.05
Cromoglicic acid,0.65,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IMZMKUWMOSJXDT-UHFFFAOYSA-N,NAFLDkb_repositioning,468.37
Curcumin sulfate,0.65,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OS(=O)(=O)O)c(OC)c2)ccc1O,NEJVQQBBTRFOHB-FCXRPNKRSA-N,NAFLDkb_repositioning,448.45
Cutamesine,0.65,COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,UVSWWUWQVAQPJR-UHFFFAOYSA-N,NAFLDkb_repositioning,368.52
Cyclacillin,0.65,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,HGBLNBBNRORJKI-WCABBAIRSA-N,NAFLDkb_repositioning,341.43
Cyclandelate,0.65,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,WZHCOOQXZCIUNC-UHFFFAOYSA-N,NAFLDkb_repositioning,276.38
Cyclobenzaprine,0.65,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,JURKNVYFZMSNLP-UHFFFAOYSA-N,NAFLDkb_repositioning,275.4
Cyclothiazide,0.65,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,BOCUKUHCLICSIY-UHFFFAOYSA-N,NAFLDkb_repositioning,389.89
Cystine,0.65,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,LEVWYRKDKASIDU-IMJSIDKUSA-N,NAFLDkb_repositioning,240.31
D-alpha-Tocopherol acetate,0.65,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,ZAKOWWREFLAJOT-CEFNRUSXSA-N,NAFLDkb_repositioning,472.75
DDP-225,0.65,Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1.Cl.O,SAURKKOJWIFYSR-UHFFFAOYSA-N,NAFLDkb_repositioning,382.89
Daglutril,0.65,CCOC(=O)[C@H](CCc1ccccc1)CC1(C(=O)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1,XMQODGUTLZXUGZ-RPBOFIJWSA-N,NAFLDkb_repositioning,534.65
Dalfopristin,0.65,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,SUYRLXYYZQTJHF-VMBLUXKRSA-N,NAFLDkb_repositioning,690.86
Dapsone,0.65,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,MQJKPEGWNLWLTK-UHFFFAOYSA-N,NAFLDkb_repositioning,248.31
Darapladib,0.65,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,WDPFJWLDPVQCAJ-UHFFFAOYSA-N,NAFLDkb_repositioning,666.79
Darglitazone,0.65,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1,QQKNSPHAFATFNQ-UHFFFAOYSA-N,NAFLDkb_repositioning,420.49
Darusentan,0.65,COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,FEJVSJIALLTFRP-LJQANCHMSA-N,NAFLDkb_repositioning,410.43
Daunorubicin,0.65,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,STQGQHZAVUOBTE-VGBVRHCVSA-N,NAFLDkb_repositioning,527.53
Debrisoquine,0.65,N=C(N)N1CCc2ccccc2C1,JWPGJSVJDAJRLW-UHFFFAOYSA-N,NAFLDkb_repositioning,175.23
Declopramide,0.65,CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1,YEYAKZXEBSVURO-UHFFFAOYSA-N,NAFLDkb_repositioning,269.78
Deflazacort,0.65,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,FBHSPRKOSMHSIF-GRMWVWQJSA-N,NAFLDkb_repositioning,441.52
Dehydroascorbic acid,0.65,O=C1O[C@H]([C@@H](O)CO)C(=O)C1=O,SBJKKFFYIZUCET-JLAZNSOCSA-N,NAFLDkb_repositioning,174.11
Delafloxacin,0.65,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,DYDCPNMLZGFQTM-UHFFFAOYSA-N,NAFLDkb_repositioning,440.77
Demeclocycline,0.65,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,FMTDIUIBLCQGJB-SEYHBJAFSA-N,NAFLDkb_repositioning,464.86
Deoxycholic acid,0.65,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,KXGVEGMKQFWNSR-LLQZFEROSA-N,NAFLDkb_repositioning,392.58
Dequalinium,0.65,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,PCSWXVJAIHCTMO-UHFFFAOYSA-P,NAFLDkb_repositioning,456.68
Deserpidine,0.65,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CVBMAZKKCSYWQR-WCGOZPBSSA-N,NAFLDkb_repositioning,578.66
Desipramine,0.65,CNCCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-N,NAFLDkb_repositioning,266.39
Desonide,0.65,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,WBGKWQHBNHJJPZ-LECWWXJVSA-N,NAFLDkb_repositioning,416.51
Desoximetasone,0.65,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,VWVSBHGCDBMOOT-IIEHVVJPSA-N,NAFLDkb_repositioning,376.47
Desoxycorticosterone pivalate,0.65,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,VVOIQBFMTVCINR-WWMZEODYSA-N,NAFLDkb_repositioning,414.59
Dexamethasone,0.65,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,NAFLDkb_repositioning,392.47
Dexanabinol,0.65,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21,SSQJFGMEZBFMNV-PMACEKPBSA-N,NAFLDkb_repositioning,386.58
Dexfenfluramine,0.65,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-VIFPVBQESA-N,NAFLDkb_repositioning,231.26
Dexibuprofen,0.65,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,HEFNNWSXXWATRW-JTQLQIEISA-N,NAFLDkb_repositioning,206.28
Dexketoprofen,0.65,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-NSHDSACASA-N,NAFLDkb_repositioning,254.28
Dexloxiglumide,0.65,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,QNQZBKQEIFTHFZ-GOSISDBHSA-N,NAFLDkb_repositioning,461.39
Dexpanthenol,0.65,CC(C)(CO)[C@@H](O)C(=O)NCCCO,SNPLKNRPJHDVJA-ZETCQYMHSA-N,NAFLDkb_repositioning,205.25
Dexrazoxane,0.65,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,BMKDZUISNHGIBY-ZETCQYMHSA-N,NAFLDkb_repositioning,268.27
Dextofisopam,0.65,CC[C@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,RUJBDQSFYCKFAA-HNNXBMFYSA-N,NAFLDkb_repositioning,382.46
Dextrothyroxine,0.65,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-GFCCVEGCSA-N,NAFLDkb_repositioning,776.87
Diamorphine,0.65,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,GVGLGOZIDCSQPN-PVHGPHFFSA-N,NAFLDkb_repositioning,369.42
Diazoxide,0.65,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,GDLBFKVLRPITMI-UHFFFAOYSA-N,NAFLDkb_repositioning,230.68
Diclofenac,0.65,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,NAFLDkb_repositioning,296.15
Dicyclomine,0.65,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,CURUTKGFNZGFSE-UHFFFAOYSA-N,NAFLDkb_repositioning,309.49
Didesmethylrocaglamide,0.65,COc1ccc([C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@H](C(N)=O)[C@H]3c2ccccc2)cc1,RMNPQEWLGQURNX-PXIJUOARSA-N,NAFLDkb_repositioning,477.51
Diethylamino hydroxybenzoyl hexyl benzoate,0.65,CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O,FDATWRLUYRHCJE-UHFFFAOYSA-N,NAFLDkb_repositioning,397.52
Diethylpropion,0.65,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,NAFLDkb_repositioning,205.3
Diflorasone,0.65,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,WXURHACBFYSXBI-XHIJKXOTSA-N,NAFLDkb_repositioning,410.46
Diflunisal,0.65,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,HUPFGZXOMWLGNK-UHFFFAOYSA-N,NAFLDkb_repositioning,250.2
Difluocortolone,0.65,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,OGPWIDANBSLJPC-RFPWEZLHSA-N,NAFLDkb_repositioning,394.46
Difluprednate,0.65,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,WYQPLTPSGFELIB-JTQPXKBDSA-N,NAFLDkb_repositioning,508.56
Dihomo-gamma-linolenic acid,0.65,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,HOBAELRKJCKHQD-QNEBEIHSSA-N,NAFLDkb_repositioning,306.49
Dihydroergocristine,0.65,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,DEQITUUQPICUMR-HJPBWRTMSA-N,NAFLDkb_repositioning,611.74
Dihydrotachysterol,0.65,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,ILYCWAKSDCYMBB-OPCMSESCSA-N,NAFLDkb_repositioning,398.68
Dilmapimod,0.65,Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F,ORVNHOYNEHYKJG-UHFFFAOYSA-N,NAFLDkb_repositioning,456.42
Diltiazem,0.65,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,HSUGRBWQSSZJOP-RTWAWAEBSA-N,NAFLDkb_repositioning,414.53
Dimethyl fumarate,0.65,COC(=O)/C=C/C(=O)OC,LDCRTTXIJACKKU-ONEGZZNKSA-N,NAFLDkb_repositioning,144.13
Diosmin,0.65,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,GZSOSUNBTXMUFQ-YFAPSIMESA-N,NAFLDkb_repositioning,608.55
Dipyridamole,0.65,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,IZEKFCXSFNUWAM-UHFFFAOYSA-N,NAFLDkb_repositioning,504.64
Dirithromycin,0.65,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,WLOHNSSYAXHWNR-DWIOZXRMSA-N,NAFLDkb_repositioning,835.09
Diroximel fumarate,0.65,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,YIMYDTCOUQIDMT-SNAWJCMRSA-N,NAFLDkb_repositioning,255.23
Dobutamine,0.65,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,JRWZLRBJNMZMFE-UHFFFAOYSA-N,NAFLDkb_repositioning,301.39
Docetaxel,0.65,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,NAFLDkb_repositioning,807.89
Docusate,0.65,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,HNSDLXPSAYFUHK-UHFFFAOYSA-N,NAFLDkb_repositioning,422.58
Dofetilide,0.65,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,IXTMWRCNAAVVAI-UHFFFAOYSA-N,NAFLDkb_repositioning,441.58
Donepezil,0.65,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,ADEBPBSSDYVVLD-UHFFFAOYSA-N,NAFLDkb_repositioning,379.5
Dopamine,0.65,NCCc1ccc(O)c(O)c1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,NAFLDkb_repositioning,153.18
Dorzolamide,0.65,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IAVUPMFITXYVAF-XPUUQOCRSA-N,NAFLDkb_repositioning,324.45
Doxazosin,0.65,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,NAFLDkb_repositioning,451.48
Doxepin,0.65,CN(C)CCC=C1c2ccccc2COc2ccccc21,ODQWQRRAPPTVAG-UHFFFAOYSA-N,NAFLDkb_repositioning,279.38
Doxofylline,0.65,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,HWXIGFIVGWUZAO-UHFFFAOYSA-N,NAFLDkb_repositioning,266.26
Dronedarone,0.65,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,NAFLDkb_repositioning,556.77
Drospirenone,0.65,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,METQSPRSQINEEU-HXCATZOESA-N,NAFLDkb_repositioning,366.5
Droxicam,0.65,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,OEHFRZLKGRKFAS-UHFFFAOYSA-N,NAFLDkb_repositioning,357.35
Duloxetine,0.65,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,ZEUITGRIYCTCEM-KRWDZBQOSA-N,NAFLDkb_repositioning,297.42
Dutasteride,0.65,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,JWJOTENAMICLJG-QWBYCMEYSA-N,NAFLDkb_repositioning,528.54
Duvelisib,0.65,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,SJVQHLPISAIATJ-ZDUSSCGKSA-N,NAFLDkb_repositioning,416.87
ENMD-1198,0.65,COc1cc2c(cc1C(N)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C=CC[C@@H]12,YQJWOUQGXATDAE-ACNBBOPNSA-N,NAFLDkb_repositioning,311.43
ETC-588,0.65,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-MRCUWXFGSA-N,NAFLDkb_repositioning,760.09
Edaglitazone,0.65,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)c2sccc12,HAAXAFNSRADSMK-UHFFFAOYSA-N,NAFLDkb_repositioning,464.57
Edaravone,0.65,CC1=NN(c2ccccc2)C(=O)C1,QELUYTUMUWHWMC-UHFFFAOYSA-N,NAFLDkb_repositioning,174.2
Edoxaban,0.65,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,HGVDHZBSSITLCT-JLJPHGGASA-N,NAFLDkb_repositioning,548.07
Efonidipine,0.65,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,NSVFSAJIGAJDMR-UHFFFAOYSA-N,NAFLDkb_repositioning,631.67
Eldecalcitol,0.65,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O,FZEXGDDBXLBRTD-AYIMTCTASA-N,NAFLDkb_repositioning,490.73
Elesclomol,0.65,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,BKJIXTWSNXCKJH-UHFFFAOYSA-N,NAFLDkb_repositioning,400.53
Eletriptan,0.65,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,PWVXXGRKLHYWKM-LJQANCHMSA-N,NAFLDkb_repositioning,382.53
Elexacaftor,0.65,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,MVRHVFSOIWFBTE-INIZCTEOSA-N,NAFLDkb_repositioning,597.66
Elinogrel,0.65,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,LGSDFTPAICUONK-UHFFFAOYSA-N,NAFLDkb_repositioning,523.96
Eluxadoline,0.65,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,QFNHIDANIVGXPE-FNZWTVRRSA-N,NAFLDkb_repositioning,569.66
Enalapril,0.65,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,GBXSMTUPTTWBMN-XIRDDKMYSA-N,NAFLDkb_repositioning,376.45
Enalaprilat,0.65,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,LZFZMUMEGBBDTC-QEJZJMRPSA-N,NAFLDkb_repositioning,348.4
Encainide,0.65,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,PJWPNDMDCLXCOM-UHFFFAOYSA-N,NAFLDkb_repositioning,352.48
Enoxacin,0.65,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,NAFLDkb_repositioning,320.32
Enprofylline,0.65,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,SIQPXVQCUCHWDI-UHFFFAOYSA-N,NAFLDkb_repositioning,194.19
